,artists,duration_ms,explicit,id,mode,name,popularity,release_date,year,language,combined_features
96478,['Linkin Park'],290360,0,0OYcEfskah1egYHjYRvbg1,1,Shadow of the Day,66,2007-05-14,2007,,['Linkin Park'] 2007-05-14
41518,['Erroll Garner'],255467,0,7C2qCHEYMNaLggTEUPXO81,0,"They Can't Take That Away from Me - Original Edited Concert - Live at Sunset School, Carmel-by-the-Sea, CA, September 1955",6,1955-10-13,1955,,['Erroll Garner'] 1955-10-13
144191,['Doja Cat'],226987,1,60ynsPSSKe6O3sfwRnIBRf,1,Streets,70,2019-11-07,2019,,['Doja Cat'] 2019-11-07
146454,['Sarah Vaughan'],198000,0,2hgNJSYWdGtzBSZe9FskUi,1,It Shouldn't Happen To A Dream,8,1955-01-01,1955,,['Sarah Vaughan'] 1955-01-01
139636,['Blue Öyster Cult'],239147,0,1hNIb1XdqTfcanT6yr9l4k,1,Career of Evil,35,1974-04-01,1974,,['Blue Öyster Cult'] 1974-04-01
27223,['Harry Nilsson'],118733,0,14vxqxCtiT4vvjZ06vz0nI,1,The Birds - Narration,24,1970-12-01,1970,,['Harry Nilsson'] 1970-12-01
75259,['Wynonna'],262293,0,3M523Np3rVfJGVEP5Wpwgg,1,My Strongest Weakness,29,1992-03-31,1992,,['Wynonna'] 1992-03-31
63573,"['Ghantasala', 'P. Leela']",204560,0,28Yt2wtoxWblehDyNrUmnv,1,Ennadhaan Un Premaiyo,0,1950-12-31,1950,,"['Ghantasala', 'P. Leela'] 1950-12-31"
27311,['Santo & Johnny'],183072,0,7eOylyM4cuh0V98vUbcdGU,1,Adagio,28,1971,1971,,['Santo & Johnny'] 1971
98962,['Mushy Peas'],265928,0,1WbzeI5a2ai1rfV5dHF68M,1,Three,0,1937-01-17,1937,,['Mushy Peas'] 1937-01-17
114414,['Sounds Of Blackness'],260707,0,3hl063NQxiuWyymhgaLf92,1,Hold On (Change Is Comin'),45,1997-01-01,1997,,['Sounds Of Blackness'] 1997-01-01
61135,['Keith Jarrett'],344693,0,6f5c2TrHJxscSjX1CVFlfR,1,I Loves You Porgy,44,1999-10-04,1999,,['Keith Jarrett'] 1999-10-04
7960,['Aventura'],256440,0,2swZ0X1njeU32SNJeBKIfW,0,Inmortal,71,2019-04-05,2019,,['Aventura'] 2019-04-05
89993,['Orchestra Studio 7'],178338,0,0NJUPykv8K6VxgZmTYZLY4,1,Resta cu' mme - Instrument and base Version,0,1942-11-13,1942,,['Orchestra Studio 7'] 1942-11-13
9758,['Julie London'],133427,0,54uOG8QR8ThnG3ztrdpKu4,1,Mean To Me - 2002 Remaster,10,1956,1956,,['Julie London'] 1956
151358,['Jimmy Bondoc'],312347,0,4enEJGj42a9Nk9Gh7DNhWL,1,Let Me Be The One,62,2004-11-29,2004,,['Jimmy Bondoc'] 2004-11-29
94236,['Foreigner'],229053,0,4nwUQZbmWMkYzKrXgWRIEw,0,That Was Yesterday,54,1984-12-12,1984,,['Foreigner'] 1984-12-12
78326,['Louis Armstrong'],176333,0,43WZyNbzOJOnKQStu8if8E,0,St. Louis Blues - Alternate Take B,4,1923,1923,,['Louis Armstrong'] 1923
44478,['R. Carlos Nakai'],105093,0,0TCjbFYHTSUm6MW1bE6CRB,1,Homage to the Ancient Ones,25,1984-12-31,1984,,['R. Carlos Nakai'] 1984-12-31
159910,['Jean-Yves Thibaudet'],159453,0,1bJv35SZXRCP0mpXLbFWar,1,"A Postcard to Henry Purcell - From ""Pride & Prejudice"" Soundtrack",46,2005-01-01,2005,,['Jean-Yves Thibaudet'] 2005-01-01
26653,['The Beach Boys'],139907,0,5cgFP20UJaGnXfoJfuCMO2,1,I'm Bugged At My Ol' Man - Remastered,19,1965-07-05,1965,,['The Beach Boys'] 1965-07-05
49166,"['Frédéric Chopin', 'Samson François']",287960,0,06mGbchcRmorLnHgtXBXI6,0,"Chopin: Waltz No. 3 in A Minor, Op. 34 No. 2",4,1955,1955,,"['Frédéric Chopin', 'Samson François'] 1955"
69606,['Keaton Henson'],180693,0,40jiZBsr1W3SG15AGU9227,0,Small Hands,50,2010,2010,,['Keaton Henson'] 2010
117716,['Teo Macero And His Orchestra'],299733,0,12bHGOsKkQsvmd6YJj5AqW,0,Deck the Halls,2,1936,1936,,['Teo Macero And His Orchestra'] 1936
78896,['Эрих Мария Ремарк'],109500,1,0JsNS5vHb4L9XNuRSaF1yF,1,Часть 15.2 & Часть 16.1 - На Западном фронте без перемен,0,1929,1929,,['Эрих Мария Ремарк'] 1929
104606,['Julio Jaramillo'],195907,0,2dOF2NUuOkuxskCqYfKbUt,0,Nuestro Juramento,62,1993,1993,,['Julio Jaramillo'] 1993
14186,['Duke Ellington'],279027,0,3yizjcTNKg1lhBOr6wTeOB,1,Jeep's Blues,44,2000-01-31,2000,,['Duke Ellington'] 2000-01-31
74375,['Minutemen'],123600,0,624TuCJS0AmQEpaDUNkAnm,0,Untitled Song for Latin America,24,1984-07-24,1984,,['Minutemen'] 1984-07-24
9961,"['Modest Mussorgsky', 'George Szell', 'Cleveland Orchestra']",61973,0,2TbBV0ElXRfQOhUHevIWlI,0,Pictures at an Exhibition: Tuileries,11,1958,1958,,"['Modest Mussorgsky', 'George Szell', 'Cleveland Orchestra'] 1958"
160691,['Tame Impala'],201960,0,2Gl1Qdx5Px5kVYe0PQoGI0,0,Be Above It,54,2012-01-01,2012,,['Tame Impala'] 2012-01-01
93195,['KISS'],186200,0,79EQt03ze9Pr9tAVc2lm5P,1,Deuce,50,1974-02-18,1974,,['KISS'] 1974-02-18
135261,['Dan + Shay'],169612,0,0uSGTaHms9ceAxb7L6VLrU,1,All To Myself,66,2018-05-03,2018,,['Dan + Shay'] 2018-05-03
129186,['Little Richard'],108427,0,64KSEeZCZ3QVlU7I9GoDyo,1,Rip It Up - Take 4,23,1957-03,1957,,['Little Richard'] 1957-03
145362,"['Henry ""Red"" Allen']",164165,0,4AWjQWxvL89GzzzstRAHEz,1,Shadows On the Swanee,0,1944-01-01,1944,,"['Henry ""Red"" Allen'] 1944-01-01"
11361,['Jethro Tull'],325494,0,3485Z5YB7rCzCUDulPopvT,1,What Do You Do When the Old Man's Gone? / From the Upper Class - Steven Wilson Stereo Remix,33,1972-03-03,1972,,['Jethro Tull'] 1972-03-03
165004,['The Dramatics'],267200,0,0Mem183C3GkriwI6xngQuK,0,Thank You For Your Love,27,1971,1971,,['The Dramatics'] 1971
167200,['Cypress Hill'],207773,1,3sE17RqhRgZ0chuYZshVqn,1,A to the K,42,1993-07-20,1993,,['Cypress Hill'] 1993-07-20
114399,['George Strait'],230933,0,0MPKiPO83oR1XoLWLMb7bD,1,One Night At A Time,46,1997-01-01,1997,,['George Strait'] 1997-01-01
167817,['Dashboard Confessional'],186693,0,4CWh85BXVujQcu5xlyr5F7,1,The Swiss Army Romance,42,2000-03-01,2000,,['Dashboard Confessional'] 2000-03-01
62010,['The Steeldrivers'],159240,0,40Kupbmy5E4zxFXLHPeUEy,1,East Kentucky Home,41,2008-01-15,2008,,['The Steeldrivers'] 2008-01-15
133562,"['Nicole Kidman', 'Ewan McGregor', 'Jamie Allen']",253373,0,1M5iGApccrA2uBzQMELW9w,1,"Elephant Love Medley - From ""Moulin Rouge"" Soundtrack",48,2001-01-01,2001,,"['Nicole Kidman', 'Ewan McGregor', 'Jamie Allen'] 2001-01-01"
1807,"['Red Garland', 'Paul Chambers', 'Art Taylor']",189933,0,4fVP5gKXOdKAQXPfe5Pyn4,1,Stompin' At The Savoy,14,1957,1957,,"['Red Garland', 'Paul Chambers', 'Art Taylor'] 1957"
128726,['Shamshad Begum'],208794,0,0Fc7VizCHl0gjdX3D3D0Pm,1,Nigahen Ladte Hi Dil Ka Machalna,0,1952-12-31,1952,,['Shamshad Begum'] 1952-12-31
72821,['Free'],221000,0,30UbWFhYVVcIjIR7L0VXI3,1,Wild Indian Woman,23,1968-03-14,1968,,['Free'] 1968-03-14
77206,['Go Radio'],211093,0,0gOFuXVXZ3RrYmhhPjum7a,1,Go To Hell,46,2012-01-01,2012,,['Go Radio'] 2012-01-01
163424,['Aretha Franklin'],176187,0,37iiveRQyD2bGu4ulE2bFY,1,Never Grow Old - Remastered/2019,12,1956-01-01,1956,,['Aretha Franklin'] 1956-01-01
56774,['Mubarak Begum'],202514,0,0Dt9AFddYTye03pSWHqCYy,1,Ritu Aayi Basant Bahar,0,1955-12-31,1955,,['Mubarak Begum'] 1955-12-31
149298,"['Bob Marley & The Wailers', 'Godwin Logie']",296067,0,6HL4JTpBo9nkc4LsTbjBU1,1,One Love / People Get Ready - Medley / Dub Version,39,1984-05-01,1984,,"['Bob Marley & The Wailers', 'Godwin Logie'] 1984-05-01"
71902,['The Kingston Trio'],140907,0,60E7mRVaE57q4NBH2xSWxn,1,Goober Peas,6,1959-10-19,1959,,['The Kingston Trio'] 1959-10-19
94052,['The Whispers'],349133,0,3SiUv5vf79EuP0VjIZJ9A2,1,Keep On Lovin' Me,49,1983-01-01,1983,,['The Whispers'] 1983-01-01
111843,['Black Sabbath'],232207,0,2LvHtTgBgNQq4Rb0Aok859,1,Cornucopia - 2014 Remaster,40,1972-09-25,1972,,['Black Sabbath'] 1972-09-25
111311,['The Mamas & The Papas'],250627,0,5dyH958ip694mJLUmac7Ab,0,Dancing Bear,34,1966-08-30,1966,,['The Mamas & The Papas'] 1966-08-30
36289,['Rob Mehl'],205960,0,0zFGDBpAKBHsxRxhq6N9DV,1,House On The Rock,33,1981-01-01,1981,,['Rob Mehl'] 1981-01-01
109046,"['Francisco Canaro', 'Carlos Roldán', 'Chola Luna']",167507,0,2ixoDrVXaDW7rxdpJpAg1Y,1,Buenas Noches Corazón - Remasterizado,0,1944-03-11,1944,,"['Francisco Canaro', 'Carlos Roldán', 'Chola Luna'] 1944-03-11"
13383,['Stevie Wonder'],293907,0,724NA4IWLsHEcSzkZSTQNQ,0,These Three Words,33,1992-05-28,1992,,['Stevie Wonder'] 1992-05-28
162189,['Эрнест Хемингуэй'],105351,1,2JSySEHu1VYa50qkIYD0Fl,0,Часть 131.4 & Часть 132.1 - По ком звонит колокол,0,1940,1940,,['Эрнест Хемингуэй'] 1940
53182,['Kyuss'],179827,0,7vGiMj5OHWXDaeKxFfmAvQ,1,Catamaran,40,1995-05-30,1995,,['Kyuss'] 1995-05-30
127421,['Κώστας Γκαντίνης'],197627,0,3ejj33H5KQYQo6n5cPcIlW,0,Συλιβριανό,0,1939-01-01,1939,,['Κώστας Γκαντίνης'] 1939-01-01
7469,['Nick Hakim'],299839,0,6ejOqrr7r2LcUDxIqZyygp,1,I Don't Know,58,2014-09-15,2014,English,['Nick Hakim'] 2014-09-15
109853,['Charlie Parker Quartet'],158533,0,7ymJ09ZTGLYfSTs4MFY49v,1,Chi-Chi - Take 4 / Complete,9,1952-12-12,1952,,['Charlie Parker Quartet'] 1952-12-12
107622,['Francisco Canaro'],288000,0,3NfhTQKgosCjk4taiXTZAS,1,Pájaro Azul - Instrumental (Remasterizado),0,1929-11-06,1929,,['Francisco Canaro'] 1929-11-06
152063,['Electric Light Orchestra'],246053,0,7cY7GAhOWKPGDeFzKEAyj2,0,Strange Magic,53,2011-10-10,2011,,['Electric Light Orchestra'] 2011-10-10
42801,['Traffic'],321827,0,32rGUuu8HFAj87bGOzCoN8,1,Vagabond Virgin,21,1968-01-01,1968,,['Traffic'] 1968-01-01
5216,"['Leigh Harline', 'Richard Hayman', 'Richard Hayman Symphony Orchestra']",209973,0,7kP1JFQINtbkhTBsDqnxG6,1,Pinocchio: When You Wish Upon A Star (arr. R. Hayman): When You Wish Upon A Star,37,1991-07-01,1991,English,"['Leigh Harline', 'Richard Hayman', 'Richard Hayman Symphony Orchestra'] 1991-07-01"
164653,['Otis Redding'],150809,0,3aaw56nhEKwfgDMEl8ppWg,1,Don't Mess with Cupid - Mono,30,1968,1968,,['Otis Redding'] 1968
113171,['Gloria Estefan'],205640,0,3AloB0Mg11pjqmUvjKfahn,1,Words Get in the Way,47,1985,1985,,['Gloria Estefan'] 1985
111958,['Led Zeppelin'],271397,0,4KM9TyVRbsLENiuai9aqup,1,The Ocean - 2012 Remaster,43,1973-03-28,1973,,['Led Zeppelin'] 1973-03-28
18155,['The Olympics'],124173,0,75WAqt84ld3HPu0yKfxY3e,1,Hully Gully,12,1960,1960,,['The Olympics'] 1960
15862,['ODESZA'],228155,0,5Nu5Uyoauauy9LFePYL1Z3,1,Late Night,62,2017-09-08,2017,,['ODESZA'] 2017-09-08
3906,['Neil Young'],293347,0,3OOLtggkjr99auje5eT2c0,1,Already One - 2016 Remaster,33,1978-10-04,1978,English,['Neil Young'] 1978-10-04
114207,['Maná'],321318,0,0Rw7jcRFxo9ZaQt1aXl4vi,1,No Ha Parado De Llover,55,1995-04-24,1995,,['Maná'] 1995-04-24
11157,['Linda Perhacs'],194880,0,2YmzLhrBrhPfzAA7BySWTi,0,Paper Mountain Man,30,1970,1970,,['Linda Perhacs'] 1970
99140,['Lead Belly'],50480,0,6mvD0lgYjHqI44x2B80dxU,1,Bring Me Li'l Water Silvy,7,1939-04-19,1939,,['Lead Belly'] 1939-04-19
57274,['Wynton Kelly'],409529,0,4I9J5pcEH9184fVcGU74na,1,Pot Luck,7,1960-01-01,1960,,['Wynton Kelly'] 1960-01-01
117172,"['Francisco Canaro', 'Charlo']",207000,0,1QpuabFxVv634r37jUJCJc,0,Cuento Criollo - Remasterizado,0,1930-11-12,1930,,"['Francisco Canaro', 'Charlo'] 1930-11-12"
32081,"['Zack Fox', 'Kenny Beats']",112800,1,1YR9iNGXtsbrd8deR9ULDD,1,Jesus Is The One (I Got Depression),63,2019-06-14,2019,,"['Zack Fox', 'Kenny Beats'] 2019-06-14"
46472,['Kris Kristofferson'],260133,0,5GDiNqMe76rDS5ZgPaI03R,1,Me and Bobby McGee,51,2004-02-15,2004,,['Kris Kristofferson'] 2004-02-15
85203,['Sublime'],140227,1,3Cx9j78Z0NE6jYwBWvvV3P,1,Waiting For My Ruca,57,1992-06-01,1992,,['Sublime'] 1992-06-01
13838,['The Notorious B.I.G.'],99200,1,1ZwfLPG0QcFkhE0jKPDhZU,0,Life After Death - 2014 Remaster,43,1997-03-04,1997,,['The Notorious B.I.G.'] 1997-03-04
78432,['Francisco Canaro'],189133,0,29qeRLMn8dC8namrmZzvpv,1,Recuerdo de París - Remasterizado,0,1924-07-12,1924,,['Francisco Canaro'] 1924-07-12
39928,"['Josh Gad', 'Luke Evans', 'Ensemble - Beauty and the Beast']",265787,0,1v7HQKegIjcBAsAsHjnXZU,0,Gaston,61,2017-03-10,2017,,"['Josh Gad', 'Luke Evans', 'Ensemble - Beauty and the Beast'] 2017-03-10"
11167,['Vashti Bunyan'],107347,0,0lO1aESWpikUhHxtDp3msz,1,Window Over The Bay,25,1970,1970,,['Vashti Bunyan'] 1970
44795,"['Silvius Leopold Weiss', 'John Williams']",145160,0,3wyYs9Qd6VsRdJewsvsjr2,0,Fantaisie,30,1988,1988,,"['Silvius Leopold Weiss', 'John Williams'] 1988"
159196,['Jets To Brazil'],314667,0,5MtYwSungnCDRopSOVlzFh,1,Sweet Avenue,41,1998-10-27,1998,,['Jets To Brazil'] 1998-10-27
28916,['Tom Waits'],233333,0,3wVUpKxJux2Tuobqy2ebni,0,Temptation,37,1987-08-17,1987,,['Tom Waits'] 1987-08-17
138080,['Johnny Cash'],116360,0,6NXg90ROJGVecHMl0aiHf2,1,Pickin' Time,19,1958-11,1958,,['Johnny Cash'] 1958-11
93648,['Pink Floyd'],161595,0,5HAjss9faCAowGY8dM24r6,0,Is There Anybody Out There?,56,1979-11-30,1979,,['Pink Floyd'] 1979-11-30
23188,['Brantley Gilbert'],195067,0,1fJFIngJHiI3upOXCb1hkJ,0,Hell On An Angel,45,2010,2010,,['Brantley Gilbert'] 2010
75074,['U2'],425200,0,6d0rJVnUhwF4Cz5fE6rxPU,1,Mysterious Ways - The Perfecto Mix,36,1991-11-18,1991,,['U2'] 1991-11-18
76310,['Cat Power'],245293,0,5jXJbl9sB6ldSla4suSwXW,0,Werewolf,45,2003-02-17,2003,,['Cat Power'] 2003-02-17
167094,['Leonard Cohen'],461907,0,0xNWHoHZQEYo8iFH4QdwbK,0,Waiting for the Miracle,48,1992-10-22,1992,,['Leonard Cohen'] 1992-10-22
78627,['Louis Armstrong & His Savoy Ballroom Five'],191693,0,5X9cqxhBN41jIq5rpXLJ5a,0,St. James Infirmary,8,1926,1926,,['Louis Armstrong & His Savoy Ballroom Five'] 1926
57727,['Elvis Presley'],127693,0,1wia2eBD8ELGfEUTGTaiIG,1,For the Millionth and the Last Time,22,1965-07-19,1965,,['Elvis Presley'] 1965-07-19
140951,['Chet Baker'],170000,0,524ylzG3lAn028CszKSj9G,1,It Could Happen To You,44,1987-01-01,1987,,['Chet Baker'] 1987-01-01
147834,['Led Zeppelin'],232933,0,4uxti0X0LKCVhrWDoJs9HK,1,"Good Times Bad Times / Communication Breakdown - Live in Paris, 1969",32,1969-01-12,1969,,['Led Zeppelin'] 1969-01-12
16254,"['Shorty Bralik', 'ParkPlace Swagg']",176379,1,4ucA3AKCHkRogvxbc4dvxI,1,Boss Money,0,1930-05-29,1930,,"['Shorty Bralik', 'ParkPlace Swagg'] 1930-05-29"
74105,['Pretenders'],247800,0,0OlrHoqd8WlwRGpw6mCeWv,0,Bad Boys Get Spanked,18,1981-06-01,1981,,['Pretenders'] 1981-06-01
127754,['Ramkumar Chatterjee'],189733,0,70BERLMRh9XHJEM9EPFCIx,1,Byabharete Jana Gelo,0,1943-01-07,1943,,['Ramkumar Chatterjee'] 1943-01-07
150718,['Duran Duran'],217693,0,3O9zeBmAi5JRBMSpIQGx2v,1,A View to a Kill,51,1998-11-09,1998,,['Duran Duran'] 1998-11-09
59339,['ZZ Top'],152427,0,198lkJSVuxsObZYw0dDTK4,1,"Heaven, Hell or Houston",25,1981-07-20,1981,,['ZZ Top'] 1981-07-20
146274,['Lata Mangeshkar'],181573,0,0VyQexIv7n46LI0uEaJ2uS,1,Hamare Baad Ab Mehfil Mein (Baharen Hum Ko),0,1953-12-31,1953,,['Lata Mangeshkar'] 1953-12-31
77493,['Falling In Reverse'],201056,0,6zBfayKHRNCi4qDw8sYSzd,1,Brother,52,2015-02-24,2015,,['Falling In Reverse'] 2015-02-24
27581,['CAN'],340160,0,61urVkiNIPWCZWLeQ3hFGr,0,Dizzy Dizzy,22,1974,1974,,['CAN'] 1974
87501,['Rae Sremmurd'],200080,1,4scpF6J5uMBvoh6sFB7EL1,1,No Type,74,2015-01-06,2015,,['Rae Sremmurd'] 2015-01-06
103899,['Paul Simon'],259360,0,5YRzxz5G4vtaj0jOuGaMp8,1,"Crazy Love, Vol. II",49,1986-08-12,1986,,['Paul Simon'] 1986-08-12
151785,"['Pierce Brosnan', 'Meryl Streep']",198040,0,43eWoKLdHEVT26MGT5P2n6,1,When All Is Said And Done - From 'Mamma Mia!' Original Motion Picture Soundtrack,57,2008-01-01,2008,,"['Pierce Brosnan', 'Meryl Streep'] 2008-01-01"
78511,['Tommy Dorsey'],193187,0,5VSjFy6P2TNVFjubGBgS4T,0,Do I Worry?,3,1925,1925,,['Tommy Dorsey'] 1925
124486,"['Stephen Schwartz', 'Kristin Chenoweth', 'Idina Menzel', 'Stephen Oremus', 'Alex Lacamoire']",306893,0,46UIRyvRZx9TW5Y5jz13Y8,1,"For Good - From ""Wicked"" Original Broadway Cast Recording/2003",48,2003-01-01,2003,,"['Stephen Schwartz', 'Kristin Chenoweth', 'Idina Menzel', 'Stephen Oremus', 'Alex Lacamoire'] 2003-01-01"
133936,"['JAY-Z', 'Linkin Park']",211173,1,4pnFRnCOfaETea25g0YSvG,0,Jigga What / Faint,54,2004-11-30,2004,,"['JAY-Z', 'Linkin Park'] 2004-11-30"
77554,"['Jack Ü', 'Skrillex', 'Diplo', '2 Chainz']",214400,1,48bSfSZaq9Aizbu4AWn4st,1,Febreze (feat. 2 Chainz),56,2015-02-24,2015,,"['Jack Ü', 'Skrillex', 'Diplo', '2 Chainz'] 2015-02-24"
73238,['NEU!'],607427,0,5ten0WtejUB4F0lGVFStyE,1,Hallogallo,32,1972,1972,,['NEU!'] 1972
14894,['El Gran Silencio'],189467,0,2BEUGCeN9FBV3pA06fjLu4,0,Dormir Soñando,57,2007-01-01,2007,,['El Gran Silencio'] 2007-01-01
2908,['The Beach Boys'],113840,0,3r3arRITkDDlm2RcH3E02k,1,"Anna Lee, The Healer - Remastered 2001",26,1968-06-24,1968,English,['The Beach Boys'] 1968-06-24
142235,['U2'],216973,0,0vyVsDtLIJmq3kV3oz66dr,1,In A Little While,44,2000-01-01,2000,,['U2'] 2000-01-01
38388,['Bad Religion'],106587,0,24Z9YNvIlWNjYraAqyUgSh,1,Supersonic,43,2002,2002,,['Bad Religion'] 2002
166173,['YELLOW MAGIC ORCHESTRA'],248907,0,0W8QxIh4BqPwdnGQFWSis6,1,Kimini Mune Kyun -Uwaki Na Vacance,34,1983-05-24,1983,,['YELLOW MAGIC ORCHESTRA'] 1983-05-24
107635,['Ignacio Corsini'],137680,0,3V28mGvhfz8jMrYca3H3jc,1,Mucamita - Remasterizado,0,1929-06-21,1929,,['Ignacio Corsini'] 1929-06-21
117703,"['Margarita Cueto', 'José Moriche']",184686,0,1jb5NIwGQZXUoCaLm5mHQp,0,Vuela Dolor,0,1935-01-01,1935,,"['Margarita Cueto', 'José Moriche'] 1935-01-01"
142581,"['Blu Cantrell', 'Sean Paul']",228000,0,0q3lwFiwQYQynThTulLKGN,1,Breathe - Rap Version,46,2003,2003,,"['Blu Cantrell', 'Sean Paul'] 2003"
41643,['Jackie Gleason'],173360,0,07aCkZcegsNVWIuzlmiG3W,1,Winter Wonderland,4,1956-12-01,1956,,['Jackie Gleason'] 1956-12-01
120539,['Jan Johansson'],273800,0,1CRxANVlNyN2IYjarx96gU,0,Visa från Utanmyra,47,1964,1964,,['Jan Johansson'] 1964
161301,"['Skye', 'XXXTENTACION']",155993,1,2Yr2BzqNDpIh0YQcnFqM09,1,VOICES (feat. XXXTENTACION),70,2019-10-31,2019,,"['Skye', 'XXXTENTACION'] 2019-10-31"
147761,"['Mike Bloomfield', 'Al Kooper', 'Steve Stills']",255067,0,6tPZzx5GfGTAG4ehDYnL7b,1,Blues for Nothing,31,1968,1968,,"['Mike Bloomfield', 'Al Kooper', 'Steve Stills'] 1968"
43317,['John Lennon'],252680,0,3txeWb45milrut7f3B79Tr,1,You Are Here - Remastered 2010,31,1973-10-29,1973,,['John Lennon'] 1973-10-29
149894,['Stevie Ray Vaughan'],161733,0,5LSQOrRoWdDmD6kTDhlOXl,1,Scratch-N-Sniff,37,1989-06-06,1989,,['Stevie Ray Vaughan'] 1989-06-06
109873,['The Chordettes'],116333,0,2uGa1q62qLM0GRcvoIQ449,1,Basin Street Blues,4,1952-08-22,1952,,['The Chordettes'] 1952-08-22
39700,['Falling In Reverse'],260367,0,73nWqXQgY3kC72JPkzYoJW,0,Chemical Prisoner,55,2015-02-24,2015,,['Falling In Reverse'] 2015-02-24
87737,['Shawn Mendes'],187973,0,3QGsuHI8jO1Rx4JWLUh9jd,0,Treat You Better,82,2017-04-20,2017,,['Shawn Mendes'] 2017-04-20
91431,['Dean Martin'],147200,0,5t784eXSTD20yOLmNcEkAC,1,I Wish You Love,30,1956,1956,,['Dean Martin'] 1956
53185,['Wayman Tisdale'],266000,0,5SOeAIWpTnQc0aoJZnVGZK,1,Circumstance,31,1995-01-01,1995,,['Wayman Tisdale'] 1995-01-01
85989,['Limp Bizkit'],272973,1,2gSVKxPDww9Eep5rdvtdem,1,My Way,69,2000-10-17,2000,,['Limp Bizkit'] 2000-10-17
168203,['Marco Antonio Solís'],259640,0,1dUsjwmsbNuiaEbuGMWO6E,1,Que Te Quieran Más Que Yo,51,2003-01-01,2003,,['Marco Antonio Solís'] 2003-01-01
12844,['Indigo Girls'],251133,0,5jpFJ6xiphwLbKORHFARXU,1,Galileo,31,1987,1987,,['Indigo Girls'] 1987
128107,"['Claude Debussy', 'Eugene Istomin']",294147,0,2NsshYrEzd75CbiXKUc0n7,1,Clair de Lune,0,1946,1946,,"['Claude Debussy', 'Eugene Istomin'] 1946"
165480,['Tommy Bolin'],260827,0,2uryvtqJsBwmcZd1nFmKaU,1,Bustin' Out For Rosey,33,1976,1976,,['Tommy Bolin'] 1976
4624,['Fishbone'],171693,0,0Z5YK9F5vahEYngMFxylZB,0,Skankin' to the Beat,29,1985,1985,English,['Fishbone'] 1985
40873,['Γιώργος Ανεστόπουλος'],205507,0,6eCgbDbDid9r60d0qUVTQz,0,Τσάμικος χορός,0,1948-01-01,1948,,['Γιώργος Ανεστόπουλος'] 1948-01-01
123530,['Little Texas'],222893,0,4LFAZqC3a5GKlostZzNvK1,1,Kick a Little,46,1994-09-16,1994,,['Little Texas'] 1994-09-16
90078,['Alfred Newman'],123040,0,1BMPCliLXLq20s5Zput9r6,1,Immaculate Conception - From “The Song Of Bernadette”,0,1943,1943,,['Alfred Newman'] 1943
7297,"['Jack Johnson', 'Jake Shimabukuro']",253933,0,5Irp7GSDmBquYrMkBw3fDE,1,Breakdown,48,2012-01-01,2012,English,"['Jack Johnson', 'Jake Shimabukuro'] 2012-01-01"
158315,['Nirvana'],222320,0,6NOeT6Dv9hmGwrEqqG8tn1,0,Big Cheese,39,1989-06-01,1989,,['Nirvana'] 1989-06-01
48835,['Abdel Aziz Mahmoud'],763952,0,2W4EygvcnDEuBmeDSmWyUu,1,Saaet Redak,0,1952-01-01,1952,,['Abdel Aziz Mahmoud'] 1952-01-01
108696,['Эрнест Хемингуэй'],96200,1,0VKAQqBQFkWuLJw7hkBIgZ,0,Часть 43.2 - По ком звонит колокол,0,1940,1940,,['Эрнест Хемингуэй'] 1940
150363,"['Liz Callaway, Howard McGillin, David Zippel, Lex de Azevedo, Larry Bastian, Larry Schwartz']",144145,0,6bcCrByBZgx8FYwuKE4Jgu,1,Far Longer Than Forever,44,1994-01-01,1994,,"['Liz Callaway, Howard McGillin, David Zippel, Lex de Azevedo, Larry Bastian, Larry Schwartz'] 1994-01-01"
112709,['Diamond Head'],460160,0,7og9p3oxMOILD2hth9uz7t,1,Am I Evil?,45,1980-10-03,1980,,['Diamond Head'] 1980-10-03
132885,['Sade'],329107,0,7kxlLpApseasHTXpxIu9l9,0,Jezebel,51,1994-10-31,1994,,['Sade'] 1994-10-31
99078,"['R. A. Dvorský', 'Melody Boys']",150453,0,2zSeqbK9RrOPpeMNa1LcIz,0,"Předehra - Páni, Dámy / Počkej, Já Povím / Sedlák, Sedlák - Furiant / Alou Páni Muzikanti / Počkej Holka",1,1938,1938,,"['R. A. Dvorský', 'Melody Boys'] 1938"
99653,['Zeenat Begum'],223592,0,1DYoETmYm3kqm90EuLX0RU,1,Dekha Karo Bhagwan,0,1944-01-01,1944,,['Zeenat Begum'] 1944-01-01
135608,['Эрнест Хемингуэй'],103600,1,6Ksg60nOqLte96KkCd5OIt,1,Часть 51.2 - Фиеста,0,1926,1926,,['Эрнест Хемингуэй'] 1926
54761,['J. Cole'],99680,1,2NJu5JtZLPmmuZF7Lr4Arr,0,Interlude,46,2011-09-27,2011,,['J. Cole'] 2011-09-27
82878,['Led Zeppelin'],254133,0,6WE7jSshLCuVKoCmobVKVf,1,Heartbreaker - 1990 Remaster,64,1969-10-22,1969,,['Led Zeppelin'] 1969-10-22
144192,['Machine Gun Kelly'],146264,1,2jRmKc69qzGKzGU9SdH5u7,0,el Diablo,70,2019-07-05,2019,,['Machine Gun Kelly'] 2019-07-05
48319,['Эрих Мария Ремарк'],99300,1,4vbq7Pk5ezAYOvIg9OC6Y9,1,Часть 198.4 - Триумфальная арка,0,1945,1945,,['Эрих Мария Ремарк'] 1945
